,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
985,xgboost,adult_size_48842,20,30162,0,0.1,5,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
987,xgboost,adult_size_48842,20,30162,0,0.2,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
990,xgboost,adult_size_48842,20,30162,0,0.1,5,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
993,xgboost,adult_size_48842,20,30162,0,0.1,200,6,0,0,0,0,0,0,0.892405,0.00169952,84.7921,0.109337,82.5691,0.347701,0,0,0.890915,0.00292797,84.6993,0.455621,82.5443,0.70373,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
996,xgboost,adult_size_48842,20,30162,0,0.3,100,6,0,0,0,0,0,0,0.91109,0.00347387,85.7594,0.116255,85.6989,0.13081,0,0,0.907927,0.00548684,85.611,0.658991,85.4254,0.711719,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
998,xgboost,adult_size_48842,20,30162,0,0.3,100,2,0,0,0,0,0,0,0.908712,0.00134296,85.3417,0.133805,85.2032,0.0930673,0,0,0.907287,0.00340259,85.3027,0.517893,85.1137,0.558689,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
999,xgboost,adult_size_48842,20,30162,0,0.3,200,6,0,0,0,0,0,0,0.915578,0.00498568,86.1722,0.216618,86.115,0.192695,0,0,0.910652,0.00568931,85.8464,0.555501,85.6641,0.594189,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1000,xgboost,adult_size_48842,20,30162,0,0.1,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1003,xgboost,adult_size_48842,20,30162,0,0.2,150,6,0,0,0,0,0,0,0.911688,0.00343822,85.737,0.114666,85.6177,0.126607,0,0,0.9088,0.00582831,85.6077,0.641871,85.3458,0.735146,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1010,xgboost,adult_size_48842,20,30162,0,0.2,50,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1016,xgboost,adult_size_48842,20,30162,0,0.2,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1021,xgboost,adult_size_48842,20,30162,0,0.2,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1022,xgboost,adult_size_48842,20,30162,0,0.1,150,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1023,xgboost,adult_size_48842,20,30162,0,0.3,50,6,0,0,0,0,0,0,0.499972,5.56888e-05,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1027,xgboost,adult_size_48842,20,30162,0,0.1,200,5,0,0,0,0,0,0,0.891687,0.000967404,84.7184,0.101639,82.2956,0.0842779,0,0,0.890126,0.00346513,84.6562,0.418067,82.279,0.468402,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1028,xgboost,adult_size_48842,20,30162,0,0.1,400,2,0,0,0,0,0,0,0.911721,0.00343294,85.5812,0.16067,85.471,0.249575,0,0,0.910441,0.00445272,85.548,0.53092,85.2861,0.584673,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1031,xgboost,adult_size_48842,20,30162,0,0.3,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1033,xgboost,adult_size_48842,20,30162,0,0.2,10,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1034,xgboost,adult_size_48842,20,30162,0,0.3,600,2,0,0,0,0,0,0,0.914221,0.000303423,85.7105,0.0575376,85.6326,0.0940534,0,0,0.912172,0.00459861,85.6176,0.669483,85.359,0.727384,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1037,xgboost,adult_size_48842,20,30162,0,0.2,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1038,xgboost,adult_size_48842,20,30162,0,0.2,600,5,0,0,0,0,0,0,0.915712,0.00529723,86.1233,0.217201,86.0097,0.247953,0,0,0.911506,0.0075142,85.8199,0.742604,85.5845,0.795912,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1039,xgboost,adult_size_48842,20,30162,0,0.2,150,6,0,0,0,0,0,0,0.912678,0.00300088,85.7718,0.157696,85.6574,0.193725,0,0,0.91004,0.00422951,85.5679,0.531861,85.4817,0.520486,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1040,xgboost,adult_size_48842,20,30162,0,0.1,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1042,xgboost,adult_size_48842,20,30162,0,0.3,5,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1043,xgboost,adult_size_48842,20,30162,0,0.2,200,2,0,0,0,0,0,0,0.911421,0.00391047,85.5605,0.180471,85.4196,0.222658,0,0,0.909875,0.00512205,85.5878,0.586055,85.3822,0.656876,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1044,xgboost,adult_size_48842,20,30162,0,0.1,100,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
1046,xgboost,adult_size_48842,20,30162,0,0.1,600,5,0,0,0,0,0,0,0.915473,0.00557376,86.1125,0.302021,85.9873,0.33678,0,0,0.911443,0.0068566,85.8729,0.679085,85.5779,0.742196,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
1051,xgboost,adult_size_48842,20,30162,0,0.3,200,5,0,0,0,0,0,0,0.917615,0.00675029,86.3968,0.342826,86.304,0.358192,0,0,0.912469,0.00661263,85.9857,0.603991,85.8232,0.670774,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
