,method,dataset,runs,nb_samples,learning_streams,learning_rate,nb_trees,max_depth,use_dp,real_eps,alpha,rho,sigma,privacy_budget,train_auc_mean,train_auc_std,train_accuracy_mean,train_accuracy_std,train_untuned_accuracy_mean,train_untuned_accuracy_std,train_rmse_mean,train_rmse_std,test_auc_mean,test_auc_std,test_accuracy_mean,test_accuracy_std,test_untuned_accuracy_mean,test_untuned_accuracy_std,test_rmse_mean,test_rmse_std,r1,glc,gdf,bal_p,l2_thr,hess_l2_thr,Q,use_pf,pf_add,add_trees,pf_l2_thr,pf_hess_l2_thr,pf_Q_factor,lambda,feature_val_u_border,init_ratio,init_thr,newton,cyclical_fi,refine_splits,rs_rounds,rs_subsample,ignore_split_constraints,random_splits_from_candidates,lambda_reg_mode,cut_off_leaf_denom,reg_delta,min_samples_split,split_pb_ratio
676,xgboost,adult_size_48842,20,30162,0,0.2,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
677,xgboost,adult_size_48842,20,30162,0,0.1,25,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
681,xgboost,adult_size_48842,20,30162,0,0.2,300,5,0,0,0,0,0,0,0.9137,0.00500643,86.0205,0.172486,85.8804,0.194848,0,0,0.910403,0.00643758,85.7602,0.64174,85.5779,0.653476,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
686,xgboost,adult_size_48842,20,30162,0,0.2,150,3,0,0,0,0,0,0,0.910229,0.00256068,85.4146,0.116552,85.3234,0.139292,0,0,0.90853,0.00408285,85.4254,0.531293,85.2032,0.582047,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
688,xgboost,adult_size_48842,20,30162,0,0.1,500,6,0,0,0,0,0,0,0.916638,0.00656912,86.1995,0.405486,86.1175,0.459889,0,0,0.91202,0.00768086,85.9326,0.756928,85.6177,0.890019,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
689,xgboost,adult_size_48842,20,30162,0,0.3,100,5,0,0,0,0,0,0,0.911108,0.00403544,85.7884,0.150418,85.7238,0.128948,0,0,0.908068,0.00518851,85.5845,0.535198,85.4884,0.59949,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
693,xgboost,adult_size_48842,20,30162,0,0.2,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
694,xgboost,adult_size_48842,20,30162,0,0.3,5,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
695,xgboost,adult_size_48842,20,30162,0,0.1,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
696,xgboost,adult_size_48842,20,30162,0,0.2,200,2,0,0,0,0,0,0,0.910381,0.00394945,85.5066,0.187428,85.3798,0.153244,0,0,0.9085,0.00573465,85.5149,0.681496,85.2961,0.774378,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
701,xgboost,adult_size_48842,20,30162,0,0.2,600,5,0,0,0,0,0,0,0.913967,0.00495638,86.0437,0.175408,85.9078,0.183768,0,0,0.910419,0.0063517,85.7403,0.646619,85.5878,0.640751,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
702,xgboost,adult_size_48842,20,30162,0,0.2,150,5,0,0,0,0,0,0,0.911237,0.00373906,85.708,0.161975,85.6094,0.197071,0,0,0.908492,0.00544052,85.6077,0.636353,85.3325,0.697968,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
705,xgboost,adult_size_48842,20,30162,0,0.2,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
709,xgboost,adult_size_48842,20,30162,0,0.2,600,6,0,0,0,0,0,0,0.915441,0.00547364,86.1282,0.222227,86.0114,0.251413,0,0,0.911224,0.00753633,85.8331,0.845311,85.611,0.981521,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
710,xgboost,adult_size_48842,20,30162,0,0.2,600,2,0,0,0,0,0,0,0.911484,0.00367583,85.6624,0.133408,85.5646,0.0687345,0,0,0.909373,0.00533581,85.548,0.529038,85.2629,0.649713,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
713,xgboost,adult_size_48842,20,30162,0,0.1,150,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
714,xgboost,adult_size_48842,20,30162,0,0.2,200,6,0,0,0,0,0,0,0.915001,0.00539493,86.0976,0.297288,85.9674,0.308004,0,0,0.91046,0.00609354,85.7635,0.594788,85.4983,0.728953,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
716,xgboost,adult_size_48842,20,30162,0,0.1,300,2,0,0,0,0,0,0,0.90591,0.00340337,85.1502,0.133516,85.0358,0.133146,0,0,0.904719,0.00498412,85.1767,0.481195,84.9247,0.622175,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
718,xgboost,adult_size_48842,20,30162,0,0.1,400,2,0,0,0,0,0,0,0.909578,0.00456179,85.4809,0.168507,85.3499,0.234326,0,0,0.907758,0.00585133,85.5049,0.596502,85.1236,0.752167,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
720,xgboost,adult_size_48842,20,30162,0,0.3,400,3,0,0,0,0,0,0,0.913413,0.00352901,85.8224,0.147914,85.7652,0.137258,0,0,0.911211,0.0044689,85.6906,0.477434,85.495,0.571937,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
723,xgboost,adult_size_48842,20,30162,0,0.1,600,5,0,0,0,0,0,0,0.916266,0.00544855,86.0851,0.333912,85.9633,0.404698,0,0,0.913302,0.00639107,85.8829,0.640981,85.6707,0.734102,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
725,xgboost,adult_size_48842,20,30162,0,0.2,600,3,0,0,0,0,0,0,0.913754,0.0040477,85.863,0.210428,85.7055,0.268683,0,0,0.911268,0.00496226,85.6541,0.488656,85.4486,0.539533,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
726,xgboost,adult_size_48842,20,30162,0,0.3,600,3,0,0,0,0,0,0,0.911429,0.00414285,85.776,0.12941,85.7362,0.0525087,0,0,0.909523,0.00581339,85.611,0.532959,85.432,0.586203,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
729,xgboost,adult_size_48842,20,30162,0,0.1,500,2,0,0,0,0,0,0,0.912296,0.00326175,85.6359,0.137351,85.5414,0.192504,0,0,0.910796,0.00454819,85.5712,0.533613,85.3226,0.575719,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
732,xgboost,adult_size_48842,20,30162,0,0.3,200,3,0,0,0,0,0,0,0.913395,0.00356445,85.824,0.147395,85.766,0.137139,0,0,0.911208,0.00447344,85.6906,0.477434,85.495,0.571937,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
733,xgboost,adult_size_48842,20,30162,0,0.3,400,5,0,0,0,0,0,0,0.917647,0.00674353,86.3984,0.341564,86.3064,0.356758,0,0,0.912455,0.00660206,85.9857,0.603991,85.81,0.650923,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
736,xgboost,adult_size_48842,20,30162,0,0.1,600,6,0,0,0,0,0,0,0.916843,0.0067644,86.2202,0.429015,86.1324,0.482352,0,0,0.912173,0.0077265,85.9359,0.752858,85.6409,0.890353,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
738,xgboost,adult_size_48842,20,30162,0,0.1,600,3,0,0,0,0,0,0,0.914459,0.00392331,85.9003,0.215841,85.7967,0.282845,0,0,0.912109,0.00541408,85.8099,0.61924,85.5911,0.658987,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
739,xgboost,adult_size_48842,20,30162,0,0.1,100,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
740,xgboost,adult_size_48842,20,30162,0,0.1,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
743,xgboost,adult_size_48842,20,30162,0,0.2,200,3,0,0,0,0,0,0,0.913336,0.00272027,85.747,0.0895602,85.6226,0.13811,0,0,0.911133,0.00471636,85.611,0.600714,85.3789,0.611996,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
745,xgboost,adult_size_48842,20,30162,0,0.2,50,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
747,xgboost,adult_size_48842,20,30162,0,0.1,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
751,xgboost,adult_size_48842,20,30162,0,0.1,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
753,xgboost,adult_size_48842,20,30162,0,0.3,50,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
755,xgboost,adult_size_48842,20,30162,0,0.1,10,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
756,xgboost,adult_size_48842,20,30162,0,0.3,150,2,0,0,0,0,0,0,0.913932,0.000414709,85.6956,0.0541632,85.6052,0.085804,0,0,0.912034,0.00436182,85.6011,0.64478,85.3391,0.695552,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
759,xgboost,adult_size_48842,20,30162,0,0.3,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
761,xgboost,adult_size_48842,20,30162,0,0.1,10,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
764,xgboost,adult_size_48842,20,30162,0,0.3,400,3,0,0,0,0,0,0,0.913535,0.00367421,85.8025,0.146688,85.7553,0.131759,0,0,0.911289,0.00482126,85.6608,0.583794,85.5547,0.628452,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
765,xgboost,adult_size_48842,20,30162,0,0.2,500,2,0,0,0,0,0,0,0.911236,0.0034127,85.6326,0.141771,85.485,0.114114,0,0,0.909152,0.00547238,85.5746,0.651554,85.3193,0.788152,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
766,xgboost,adult_size_48842,20,30162,0,0.1,200,2,0,0,0,0,0,0,0.890407,0.00140586,84.6711,0.0750754,82.3934,0.296364,0,0,0.889197,0.00313365,84.6197,0.427156,82.3851,0.582338,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
771,xgboost,adult_size_48842,20,30162,0,0.2,5,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
772,xgboost,adult_size_48842,20,30162,0,0.3,600,5,0,0,0,0,0,0,0.913816,0.00439165,86.0188,0.143443,85.9467,0.150214,0,0,0.90972,0.00597686,85.7171,0.596548,85.4884,0.665094,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
773,xgboost,adult_size_48842,20,30162,0,0.1,600,3,0,0,0,0,0,0,0.912807,0.00438873,85.8191,0.210431,85.7064,0.251612,0,0,0.910261,0.00575777,85.7271,0.579113,85.4055,0.664254,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
775,xgboost,adult_size_48842,20,30162,0,0.2,500,2,0,0,0,0,0,0,0.912287,0.00364121,85.6558,0.178803,85.5116,0.204763,0,0,0.910584,0.00514952,85.5978,0.612084,85.4253,0.668457,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
777,xgboost,adult_size_48842,20,30162,0,0.3,300,5,0,0,0,0,0,0,0.917635,0.00674082,86.3984,0.341564,86.3056,0.357049,0,0,0.912459,0.00659504,85.9857,0.603991,85.8133,0.655841,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
778,xgboost,adult_size_48842,20,30162,0,0.2,300,3,0,0,0,0,0,0,0.913503,0.00384173,85.8017,0.181484,85.6873,0.205333,0,0,0.911403,0.0050209,85.7105,0.546056,85.5116,0.60147,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
784,xgboost,adult_size_48842,20,30162,0,0.3,300,2,0,0,0,0,0,0,0.91246,0.00364272,85.7064,0.106003,85.5911,0.141025,0,0,0.910666,0.00535617,85.5878,0.657316,85.4121,0.743553,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
785,xgboost,adult_size_48842,20,30162,0,0.3,500,2,0,0,0,0,0,0,0.913768,0.000874455,85.7262,0.143215,85.6301,0.0954844,0,0,0.912031,0.00413209,85.5911,0.646615,85.359,0.677308,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
787,xgboost,adult_size_48842,20,30162,0,0.2,500,6,0,0,0,0,0,0,0.915152,0.00541519,86.1249,0.301793,85.979,0.307532,0,0,0.910545,0.00605822,85.7735,0.603394,85.4917,0.728962,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
788,xgboost,adult_size_48842,20,30162,0,0.1,400,2,0,0,0,0,0,0,0.911762,0.00340771,85.5829,0.166781,85.4536,0.248905,0,0,0.910516,0.00456625,85.5248,0.542821,85.2529,0.573695,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
789,xgboost,adult_size_48842,20,30162,0,0.3,25,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
790,xgboost,adult_size_48842,20,30162,0,0.2,50,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
791,xgboost,adult_size_48842,20,30162,0,0.2,500,3,0,0,0,0,0,0,0.913538,0.00388032,85.8083,0.193397,85.6881,0.206834,0,0,0.91142,0.00502419,85.7138,0.545385,85.5149,0.600312,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
792,xgboost,adult_size_48842,20,30162,0,0.1,150,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
796,xgboost,adult_size_48842,20,30162,0,0.1,25,2,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
798,xgboost,adult_size_48842,20,30162,0,0.2,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
799,xgboost,adult_size_48842,20,30162,0,0.2,100,3,0,0,0,0,0,0,0.890173,0.00137314,84.6695,0.157346,82.9993,0.457148,0,0,0.888623,0.00408703,84.6263,0.426623,82.9885,0.268714,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
800,xgboost,adult_size_48842,20,30162,0,0.1,5,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
803,xgboost,adult_size_48842,20,30162,0,0.3,25,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
804,xgboost,adult_size_48842,20,30162,0,0.2,400,3,0,0,0,0,0,0,0.913532,0.00355607,85.7884,0.106283,85.6823,0.154671,0,0,0.910875,0.00503364,85.6177,0.527062,85.3789,0.594585,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
805,xgboost,adult_size_48842,20,30162,0,0.2,500,5,0,0,0,0,0,0,0.915754,0.00612002,86.1647,0.339407,86.0918,0.354018,0,0,0.911953,0.00792845,85.8729,0.824725,85.6939,0.880314,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
806,xgboost,adult_size_48842,20,30162,0,0.1,200,6,0,0,0,0,0,0,0.892824,0.0020352,84.7648,0.0753036,82.5575,0.204481,0,0,0.891423,0.0033223,84.7159,0.485581,82.4945,0.622229,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
807,xgboost,adult_size_48842,20,30162,0,0.3,50,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
810,xgboost,adult_size_48842,20,30162,0,0.3,500,3,0,0,0,0,0,0,0.913336,0.00398292,85.7677,0.196823,85.6947,0.172033,0,0,0.91121,0.00491738,85.6309,0.493383,85.4452,0.577343,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
811,xgboost,adult_size_48842,20,30162,0,0.3,400,2,0,0,0,0,0,0,0.914221,0.000303423,85.7105,0.0575376,85.6326,0.0940534,0,0,0.912172,0.00459861,85.6176,0.669483,85.359,0.727384,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
813,xgboost,adult_size_48842,20,30162,0,0.1,25,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
815,xgboost,adult_size_48842,20,30162,0,0.1,500,5,0,0,0,0,0,0,0.91592,0.00622937,86.1365,0.351966,86.0105,0.401932,0,0,0.911985,0.00764121,85.926,0.812552,85.6177,0.932504,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
816,xgboost,adult_size_48842,20,30162,0,0.1,400,5,0,0,0,0,0,0,0.915814,0.00608355,86.1001,0.37284,86.0039,0.408332,0,0,0.911745,0.00682399,85.8564,0.708071,85.5447,0.796927,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
818,xgboost,adult_size_48842,20,30162,0,0.1,10,6,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
819,xgboost,adult_size_48842,20,30162,0,0.1,5,5,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
820,xgboost,adult_size_48842,20,30162,0,0.3,500,3,0,0,0,0,0,0,0.911429,0.00414285,85.776,0.12941,85.7362,0.0525087,0,0,0.909523,0.00581339,85.611,0.532959,85.432,0.586203,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
821,xgboost,adult_size_48842,20,30162,0,0.1,100,3,0,0,0,0,0,0,0.5,0.0,24.8922,0.114633,75.1078,0.114633,0,0,0.5,0.0,24.8922,0.458498,75.1078,0.458498,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
823,xgboost,adult_size_48842,20,30162,0,0.2,200,2,0,0,0,0,0,0,0.909725,0.00433146,85.4884,0.124546,85.3831,0.19575,0,0,0.908173,0.00589257,85.4751,0.55864,85.1535,0.759552,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
824,xgboost,adult_size_48842,20,30162,0,0.1,500,6,0,0,0,0,0,0,0.914599,0.00552814,86.042,0.238747,85.9235,0.334459,0,0,0.910892,0.00710506,85.8431,0.684508,85.5646,0.846514,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
825,xgboost,adult_size_48842,20,30162,0,0.3,300,3,0,0,0,0,0,0,0.913535,0.00367421,85.8025,0.146688,85.7553,0.131759,0,0,0.911289,0.00482126,85.6608,0.583794,85.5547,0.628452,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,0,1,2,0,0
827,xgboost,adult_size_48842,20,30162,0,0.2,150,2,0,0,0,0,0,0,0.905757,0.00252824,85.1419,0.0690063,85.0292,0.0645171,0,0,0.904551,0.00477445,85.127,0.434477,84.8883,0.449481,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,10,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
830,xgboost,adult_size_48842,20,30162,0,0.3,400,2,0,0,0,0,0,0,0.91246,0.00364272,85.7064,0.106003,85.5911,0.141025,0,0,0.910666,0.00535617,85.5878,0.657316,85.4121,0.743553,0,0,-1,0,0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,1,0,0,1,1,2,0,0
